project_name,file_path,mode,full_leak_count,partial_leak_count,leak_count,analysis_time,success,error_message
RareSkills_zero-knowledge-puzzles,RareSkills_zero-knowledge-puzzles\MultiANDNoOut\MultiANDNoOut.circom,main,0,0,0,0.252734899520874,True,
RareSkills_zero-knowledge-puzzles,RareSkills_zero-knowledge-puzzles\MultiOR\MultiOR.circom,main,0,0,0,0.25654029846191406,True,
RareSkills_zero-knowledge-puzzles,RareSkills_zero-knowledge-puzzles\MultiplyNoOut\MultiplyNoOut.circom,main,0,0,0,0.25530505180358887,True,
RareSkills_zero-knowledge-puzzles,RareSkills_zero-knowledge-puzzles\NotEqual\NotEqual.circom,main,0,0,0,0.26157498359680176,True,
RareSkills_zero-knowledge-puzzles,RareSkills_zero-knowledge-puzzles\Poseidon\Poseidon.circom,main,0,0,0,0.2580122947692871,True,
RareSkills_zero-knowledge-puzzles,RareSkills_zero-knowledge-puzzles\Power\pow.circom,main,0,0,0,0.26628541946411133,True,
RareSkills_zero-knowledge-puzzles,RareSkills_zero-knowledge-puzzles\QuadraticEquation\QuadraticEquation.circom,main,0,0,0,0.2552509307861328,True,
RareSkills_zero-knowledge-puzzles,RareSkills_zero-knowledge-puzzles\Range\Range.circom,main,0,0,0,0.25658154487609863,True,
RareSkills_zero-knowledge-puzzles,RareSkills_zero-knowledge-puzzles\Salt\Salt.circom,main,0,0,0,0.2548959255218506,True,
RareSkills_zero-knowledge-puzzles,RareSkills_zero-knowledge-puzzles\Sudoku\Sudoku.circom,main,0,0,0,0.2719569206237793,True,
RareSkills_zero-knowledge-puzzles,RareSkills_zero-knowledge-puzzles\Summation\Summation.circom,main,0,0,0,0.26691603660583496,True,
rarimo_passport-zk-circuits,rarimo_passport-zk-circuits\circuits\lib\circuits\babyjubjub\m.circom,main,0,0,0,0.2999453544616699,True,
rarimo_passport-zk-circuits,rarimo_passport-zk-circuits\circuits\lib\circuits\babyjubjub\m2.circom,main,0,0,0,1.2539374828338623,False,"
thread 'main' has overflowed its stack
error: process didn't exit successfully: `target\release\circomspect.exe D:\dev\circomspect\evaluation\evaluation_projects\rarimo_passport-zk-circuits\circuits\lib\circuits\babyjubjub\m2.circom --mode main` (exit code: 0xc00000fd, STATUS_STACK_OVERFLOW)"
rarimo_passport-zk-circuits,rarimo_passport-zk-circuits\circuits\lib\circuits\bigInt\m.circom,main,0,0,0,1.4506475925445557,False,"
thread 'main' has overflowed its stack
error: process didn't exit successfully: `target\release\circomspect.exe D:\dev\circomspect\evaluation\evaluation_projects\rarimo_passport-zk-circuits\circuits\lib\circuits\bigInt\m.circom --mode main` (exit code: 0xc00000fd, STATUS_STACK_OVERFLOW)"
rarimo_passport-zk-circuits,rarimo_passport-zk-circuits\circuits\lib\circuits\bigInt\m2.circom,main,0,0,0,1.4697628021240234,False,"
thread 'main' has overflowed its stack
error: process didn't exit successfully: `target\release\circomspect.exe D:\dev\circomspect\evaluation\evaluation_projects\rarimo_passport-zk-circuits\circuits\lib\circuits\bigInt\m2.circom --mode main` (exit code: 0xc00000fd, STATUS_STACK_OVERFLOW)"
rarimo_passport-zk-circuits,rarimo_passport-zk-circuits\circuits\lib\circuits\dstu\m.circom,main,0,0,0,0.3267087936401367,True,
rarimo_passport-zk-circuits,rarimo_passport-zk-circuits\circuits\lib\circuits\ec\m.circom,main,0,0,0,51.732014179229736,False,"     Running `target\release\circomspect.exe D:\dev\circomspect\evaluation\evaluation_projects\rarimo_passport-zk-circuits\circuits\lib\circuits\ec\m.circom --mode main`
memory allocation of 66191376 bytes failed
error: process didn't exit successfully: `target\release\circomspect.exe D:\dev\circomspect\evaluation\evaluation_projects\rarimo_passport-zk-circuits\circuits\lib\circuits\ec\m.circom --mode main` (exit code: 0xc0000409, STATUS_STACK_BUFFER_OVERRUN)"
rarimo_passport-zk-circuits,rarimo_passport-zk-circuits\circuits\lib\circuits\ec\m2.circom,main,0,0,0,46.49656414985657,False,"     Running `target\release\circomspect.exe D:\dev\circomspect\evaluation\evaluation_projects\rarimo_passport-zk-circuits\circuits\lib\circuits\ec\m2.circom --mode main`
memory allocation of 33554432 bytes failed
error: process didn't exit successfully: `target\release\circomspect.exe D:\dev\circomspect\evaluation\evaluation_projects\rarimo_passport-zk-circuits\circuits\lib\circuits\ec\m2.circom --mode main` (exit code: 0xc0000409, STATUS_STACK_BUFFER_OVERRUN)"
rarimo_passport-zk-circuits,rarimo_passport-zk-circuits\circuits\lib\circuits\eth\m.circom,main,0,0,0,4.369499683380127,False,"
thread 'main' has overflowed its stack
error: process didn't exit successfully: `target\release\circomspect.exe D:\dev\circomspect\evaluation\evaluation_projects\rarimo_passport-zk-circuits\circuits\lib\circuits\eth\m.circom --mode main` (exit code: 0xc00000fd, STATUS_STACK_OVERFLOW)"
rarimo_passport-zk-circuits,rarimo_passport-zk-circuits\circuits\lib\circuits\float\m.circom,main,0,0,0,1.361539363861084,False,"
thread 'main' has overflowed its stack
error: process didn't exit successfully: `target\release\circomspect.exe D:\dev\circomspect\evaluation\evaluation_projects\rarimo_passport-zk-circuits\circuits\lib\circuits\float\m.circom --mode main` (exit code: 0xc00000fd, STATUS_STACK_OVERFLOW)"
rarimo_passport-zk-circuits,rarimo_passport-zk-circuits\circuits\lib\circuits\float\m2.circom,main,0,0,0,1.2957334518432617,False,"
thread 'main' has overflowed its stack
error: process didn't exit successfully: `target\release\circomspect.exe D:\dev\circomspect\evaluation\evaluation_projects\rarimo_passport-zk-circuits\circuits\lib\circuits\float\m2.circom --mode main` (exit code: 0xc00000fd, STATUS_STACK_OVERFLOW)"
rarimo_passport-zk-circuits,rarimo_passport-zk-circuits\circuits\lib\circuits\hasher\m.circom,main,0,0,0,3.167628288269043,True,
rarimo_passport-zk-circuits,rarimo_passport-zk-circuits\circuits\lib\circuits\matrix\m.circom,main,0,0,0,0.5498619079589844,True,
rarimo_passport-zk-circuits,rarimo_passport-zk-circuits\circuits\lib\circuits\signatures\m.circom,main,0,0,0,65.16196250915527,False,"     Running `target\release\circomspect.exe D:\dev\circomspect\evaluation\evaluation_projects\rarimo_passport-zk-circuits\circuits\lib\circuits\signatures\m.circom --mode main`
memory allocation of 264765456 bytes failed
error: process didn't exit successfully: `target\release\circomspect.exe D:\dev\circomspect\evaluation\evaluation_projects\rarimo_passport-zk-circuits\circuits\lib\circuits\signatures\m.circom --mode main` (exit code: 0xc0000409, STATUS_STACK_BUFFER_OVERRUN)"
rarimo_passport-zk-circuits,rarimo_passport-zk-circuits\circuits\lib\circuits\signatures\m2.circom,main,0,0,0,42.561649560928345,False,"     Running `target\release\circomspect.exe D:\dev\circomspect\evaluation\evaluation_projects\rarimo_passport-zk-circuits\circuits\lib\circuits\signatures\m2.circom --mode main`
memory allocation of 66191376 bytes failed
error: process didn't exit successfully: `target\release\circomspect.exe D:\dev\circomspect\evaluation\evaluation_projects\rarimo_passport-zk-circuits\circuits\lib\circuits\signatures\m2.circom --mode main` (exit code: 0xc0000409, STATUS_STACK_BUFFER_OVERRUN)"
rarimo_passport-zk-circuits,rarimo_passport-zk-circuits\circuits\lib\circuits\sort\m.circom,main,0,0,0,1.4674603939056396,False,"
thread 'main' has overflowed its stack
error: process didn't exit successfully: `target\release\circomspect.exe D:\dev\circomspect\evaluation\evaluation_projects\rarimo_passport-zk-circuits\circuits\lib\circuits\sort\m.circom --mode main` (exit code: 0xc00000fd, STATUS_STACK_OVERFLOW)"
socathie_circomlib-ml,socathie_circomlib-ml\circuits\DepthwiseConv2D.circom,main,0,0,0,0.31389880180358887,True,
socathie_circomlib-ml,socathie_circomlib-ml\circuits\PointwiseConv2D.circom,main,0,0,0,0.3144075870513916,True,
socathie_circomlib-ml,socathie_circomlib-ml\test\circuits\AveragePooling2D_stride_test.circom,main,0,0,0,0.3368048667907715,True,
socathie_circomlib-ml,socathie_circomlib-ml\test\circuits\AveragePooling2D_test.circom,main,0,0,0,0.34208083152770996,True,
socathie_circomlib-ml,socathie_circomlib-ml\test\circuits\BatchNormalization_test.circom,main,0,0,0,0.2762899398803711,True,
socathie_circomlib-ml,socathie_circomlib-ml\test\circuits\Conv1D_test.circom,main,0,0,0,0.31778955459594727,True,
socathie_circomlib-ml,socathie_circomlib-ml\test\circuits\Conv2Dsame_stride_test.circom,main,0,0,0,0.32799649238586426,True,
socathie_circomlib-ml,socathie_circomlib-ml\test\circuits\Conv2Dsame_test.circom,main,0,0,0,0.3382117748260498,True,
socathie_circomlib-ml,socathie_circomlib-ml\test\circuits\Conv2D_stride_test.circom,main,0,0,0,0.3061850070953369,True,
socathie_circomlib-ml,socathie_circomlib-ml\test\circuits\Conv2D_test.circom,main,0,0,0,0.3075222969055176,True,
socathie_circomlib-ml,socathie_circomlib-ml\test\circuits\decryptMultiple_test.circom,main,0,0,0,0.27008581161499023,True,
socathie_circomlib-ml,socathie_circomlib-ml\test\circuits\decrypt_test.circom,main,0,0,0,0.26322484016418457,True,
socathie_circomlib-ml,socathie_circomlib-ml\test\circuits\Dense_test.circom,main,0,0,0,0.278606653213501,True,
socathie_circomlib-ml,socathie_circomlib-ml\test\circuits\DepthwiseConv2D_test.circom,main,0,0,0,0.3033008575439453,True,
socathie_circomlib-ml,socathie_circomlib-ml\test\circuits\ecdh_test.circom,main,0,0,0,0.3982253074645996,True,
socathie_circomlib-ml,socathie_circomlib-ml\test\circuits\encryptDecrypt_test.circom,main,3,1,4,0.41966700553894043,True,
socathie_circomlib-ml,socathie_circomlib-ml\test\circuits\encrypted_mnist_latest_test.circom,main,1,1,2,0.7807471752166748,True,
socathie_circomlib-ml,socathie_circomlib-ml\test\circuits\encryptMultiple_test.circom,main,0,0,0,0.28891587257385254,True,
socathie_circomlib-ml,socathie_circomlib-ml\test\circuits\encrypt_test.circom,main,0,0,0,0.2733476161956787,True,
socathie_circomlib-ml,socathie_circomlib-ml\test\circuits\Flatten2D_test.circom,main,0,0,0,0.2567274570465088,True,
socathie_circomlib-ml,socathie_circomlib-ml\test\circuits\GlobalAveragePooling2D_test.circom,main,0,0,0,0.3031585216522217,True,
socathie_circomlib-ml,socathie_circomlib-ml\test\circuits\GlobalMaxPooling2D_test.circom,main,0,0,0,0.29541587829589844,True,
socathie_circomlib-ml,socathie_circomlib-ml\test\circuits\IsNegative_test.circom,main,0,0,0,0.2682814598083496,True,
socathie_circomlib-ml,socathie_circomlib-ml\test\circuits\IsPositive_test.circom,main,0,0,0,0.27262067794799805,True,
socathie_circomlib-ml,socathie_circomlib-ml\test\circuits\LeakyReLU_test.circom,main,0,1,1,0.27794528007507324,True,
socathie_circomlib-ml,socathie_circomlib-ml\test\circuits\MaxPooling2Dsame_stride_test.circom,main,0,0,0,0.30356693267822266,True,
socathie_circomlib-ml,socathie_circomlib-ml\test\circuits\MaxPooling2Dsame_test.circom,main,0,0,0,0.333404541015625,True,
socathie_circomlib-ml,socathie_circomlib-ml\test\circuits\MaxPooling2D_stride_test.circom,main,0,0,0,0.3169701099395752,True,
socathie_circomlib-ml,socathie_circomlib-ml\test\circuits\MaxPooling2D_test.circom,main,0,0,0,0.29714083671569824,True,
socathie_circomlib-ml,socathie_circomlib-ml\test\circuits\Max_test.circom,main,0,0,0,0.298553466796875,True,
socathie_circomlib-ml,socathie_circomlib-ml\test\circuits\mnist_test.circom,main,3,0,3,0.570930004119873,True,
socathie_circomlib-ml,socathie_circomlib-ml\test\circuits\model1_test.circom,main,1,1,2,0.3146347999572754,True,
socathie_circomlib-ml,socathie_circomlib-ml\test\circuits\PointwiseConv2D_test.circom,main,0,0,0,0.2858262062072754,True,
socathie_circomlib-ml,socathie_circomlib-ml\test\circuits\publicKey_test.circom,main,0,0,0,0.5162522792816162,True,
socathie_circomlib-ml,socathie_circomlib-ml\test\circuits\ReLU_test.circom,main,0,1,1,0.2874479293823242,True,
socathie_circomlib-ml,socathie_circomlib-ml\test\circuits\Reshape2D_test.circom,main,0,0,0,0.252016544342041,True,
socathie_circomlib-ml,socathie_circomlib-ml\test\circuits\SeparableConv2D_test.circom,main,0,0,0,0.3231816291809082,True,
socathie_circomlib-ml,socathie_circomlib-ml\test\circuits\SumPooling2D_stride_test.circom,main,0,0,0,0.27845263481140137,True,
socathie_circomlib-ml,socathie_circomlib-ml\test\circuits\SumPooling2D_test.circom,main,0,0,0,0.2870805263519287,True,
socathie_circomlib-ml,socathie_circomlib-ml\test\circuits\UpSampling2D_test.circom,main,0,0,0,0.25233006477355957,True,
stellar_soroban-examples,stellar_soroban-examples\privacy-pools\circuits\dummy.circom,main,0,0,0,0.9709398746490479,True,
stellar_soroban-examples,stellar_soroban-examples\privacy-pools\circuits\test\test_commitment.circom,main,0,0,0,0.9543178081512451,True,
stellar_soroban-examples,stellar_soroban-examples\groth16_verifier\data\auxiliary\multiplier2.circom,main,2,0,2,0.2725529670715332,True,
succinctlabs_telepathy-circuits,succinctlabs_telepathy-circuits\circuits\sha256\main.circom,main,0,0,0,0.44928884506225586,True,
zero-savvy_burn-to-vote,zero-savvy_burn-to-vote\circuits\merkleTree.circom,main,0,0,0,0.2549905776977539,True,
zero-savvy_burn-to-vote,zero-savvy_burn-to-vote\circuits\mpt.circom,main,0,0,0,0.36974191665649414,True,
zero-savvy_burn-to-vote,zero-savvy_burn-to-vote\circuits\rlp.circom,main,0,0,0,0.33966660499572754,True,
zkmopro_benchmark-app,zkmopro_benchmark-app\witness\circuits\isZero\isZero.circom,main,1,0,1,0.26168131828308105,True,
zkmopro_benchmark-app,zkmopro_benchmark-app\witness\circuits\keccak256\keccak256_256_test.circom,main,0,0,0,17.994145154953003,True,
