project_name,file_path,analysis_success,status,failure_reason,closure_file_count,unresolved_include_count,loc,subcircuit_count,component_call_count,r_known_hit_count,r_known_hit_rate,signal_count,private_signal_count,private_signal_ratio,signal_count_compact,private_signal_count_compact,private_signal_ratio_compact
andrejrakic_circom-bootcamp-monorepo,andrejrakic_circom-bootcamp-monorepo\hw-04\zero-knowledge-puzzles\IntDivOut\IntDivOut.circom,True,ok,,6,0,212,1,13,12,0.923077,402,6,0.014925,21,4,0.190476
andrejrakic_circom-bootcamp-monorepo,andrejrakic_circom-bootcamp-monorepo\hw-04\zero-knowledge-puzzles\IntSqrt\IntSqrt.circom,True,ok,,6,0,210,1,13,12,0.923077,400,5,0.012500,19,3,0.157895
andrejrakic_circom-bootcamp-monorepo,andrejrakic_circom-bootcamp-monorepo\hw-04\zero-knowledge-puzzles\IntSqrtOut\IntSqrtOut.circom,True,ok,,6,0,214,1,13,12,0.923077,401,5,0.012469,20,3,0.150000
andrejrakic_circom-bootcamp-monorepo,andrejrakic_circom-bootcamp-monorepo\hw-04\zero-knowledge-puzzles\IsSorted\IsSorted.circom,True,ok,,6,0,210,1,13,12,0.923077,400,5,0.012500,19,3,0.157895
andrejrakic_circom-bootcamp-monorepo,andrejrakic_circom-bootcamp-monorepo\hw-04\zero-knowledge-puzzles\IsTribonacci\IsTribonacci.circom,True,ok,,1,0,12,1,1,0,0.000000,0,0,0.000000,0,0,0.000000
andrejrakic_circom-bootcamp-monorepo,andrejrakic_circom-bootcamp-monorepo\hw-04\zero-knowledge-puzzles\MultiAND\MultiAND.circom,True,ok,,1,0,13,1,1,1,1.000000,2,0,0.000000,2,0,0.000000
andrejrakic_circom-bootcamp-monorepo,andrejrakic_circom-bootcamp-monorepo\hw-04\zero-knowledge-puzzles\MultiANDNoOut\MultiANDNoOut.circom,True,ok,,1,0,8,1,1,0,0.000000,0,0,0.000000,0,0,0.000000
andrejrakic_circom-bootcamp-monorepo,andrejrakic_circom-bootcamp-monorepo\hw-04\zero-knowledge-puzzles\MultiOR\MultiOR.circom,True,ok,,7,0,285,1,14,13,0.928571,414,10,0.024155,33,8,0.242424
andrejrakic_circom-bootcamp-monorepo,andrejrakic_circom-bootcamp-monorepo\hw-04\zero-knowledge-puzzles\MultiplyNoOut\MultiplyNoOut.circom,True,ok,,1,0,6,1,1,0,0.000000,0,0,0.000000,0,0,0.000000
andrejrakic_circom-bootcamp-monorepo,andrejrakic_circom-bootcamp-monorepo\hw-04\zero-knowledge-puzzles\NotEqual\NotEqual.circom,True,ok,,1,0,4,1,1,0,0.000000,0,0,0.000000,0,0,0.000000
andrejrakic_circom-bootcamp-monorepo,andrejrakic_circom-bootcamp-monorepo\hw-04\zero-knowledge-puzzles\Poseidon\Poseidon.circom,True,ok,,1,0,4,1,1,1,1.000000,0,0,0.000000,0,0,0.000000
andrejrakic_circom-bootcamp-monorepo,andrejrakic_circom-bootcamp-monorepo\hw-04\zero-knowledge-puzzles\Power\pow.circom,True,ok,,6,0,243,2,15,13,0.866667,405,6,0.014815,24,4,0.166667
andrejrakic_circom-bootcamp-monorepo,andrejrakic_circom-bootcamp-monorepo\hw-04\zero-knowledge-puzzles\QuadraticEquation\QuadraticEquation.circom,True,ok,,6,0,215,1,13,12,0.923077,405,9,0.022222,24,7,0.291667
andrejrakic_circom-bootcamp-monorepo,andrejrakic_circom-bootcamp-monorepo\hw-04\zero-knowledge-puzzles\Range\Range.circom,True,ok,,1,0,4,1,1,0,0.000000,0,0,0.000000,0,0,0.000000
andrejrakic_circom-bootcamp-monorepo,andrejrakic_circom-bootcamp-monorepo\hw-04\zero-knowledge-puzzles\Salt\Salt.circom,True,ok,,1,0,4,1,1,0,0.000000,0,0,0.000000,0,0,0.000000
andrejrakic_circom-bootcamp-monorepo,andrejrakic_circom-bootcamp-monorepo\hw-04\zero-knowledge-puzzles\Sudoku\Sudoku.circom,True,ok,,6,0,252,1,13,12,0.923077,417,21,0.050360,21,4,0.190476
andrejrakic_circom-bootcamp-monorepo,andrejrakic_circom-bootcamp-monorepo\hw-04\zero-knowledge-puzzles\Summation\summation.circom,True,ok,,1,0,12,1,1,0,0.000000,2,1,0.500000,2,1,0.500000
AndrewCLu_zk-waitlist,AndrewCLu_zk-waitlist\circuits\redeemer.circom,True,ok,,3,0,25148,1,5,4,0.800000,14,3,0.214286,14,3,0.214286
AntoineCyr_proof_of_solvency,AntoineCyr_proof_of_solvency\circuits\liabilities.circom,True,ok,,9,0,606,6,20,17,0.850000,434,19,0.043779,53,17,0.320755
Argudo_RDCore,Argudo_RDCore\circuits\poseidonPK.circom,True,ok,,12,0,25675,1,32,32,1.000000,481,32,0.066528,77,16,0.207792
arvid220u_zkmao,arvid220u_zkmao\circuits\random\circuit.circom,True,ok,,1,0,10,1,2,0,0.000000,2,1,0.500000,2,1,0.500000
ashleshsortee_zeto-backend,ashleshsortee_zeto-backend\src\lib\zkp\js\test\circuits\check-positive.circom,True,ok,,20,0,25935,1,43,42,0.976744,537,65,0.121043,132,49,0.371212
ashleshsortee_zeto-backend,ashleshsortee_zeto-backend\src\lib\zkp\js\test\circuits\check-sum.circom,True,ok,,9,0,25339,1,14,13,0.928571,411,7,0.017032,30,5,0.166667
AsiniV_privachain-decentral,AsiniV_privachain-decentral\circuits\gas_payer.circom,True,ok,,8,0,25337,1,16,15,0.937500,413,9,0.021792,32,7,0.218750
AsiniV_privachain-decentral,AsiniV_privachain-decentral\messenger\circuits\metadata_seal.circom,True,ok,,3,0,25128,1,3,2,0.666667,12,2,0.166667,12,2,0.166667
AWI-20_VeriMint,AWI-20_VeriMint\ZeroKnowledge\Phases\scripts\InitialStage.circom,True,ok,,1,1,22,1,3,3,1.000000,262,256,0.977099,4,1,0.250000
AWI-20_VeriMint,AWI-20_VeriMint\ZeroKnowledge\Phases\scripts\initialStage\InitialStage.circom,True,ok,,1,1,22,1,3,3,1.000000,262,256,0.977099,4,1,0.250000
Ayalyt_blockchain-Verification-Integration,Ayalyt_blockchain-Verification-Integration\Compiler-Verification\benchmarks\case.circom,True,ok,,1,0,18,2,3,0,0.000000,3,0,0.000000,3,0,0.000000
Ayalyt_blockchain-Verification-Integration,Ayalyt_blockchain-Verification-Integration\Compiler-Verification\benchmarks\core\AliasCheck@aliascheck@circomlib.circom,True,ok,,6,0,207,15,13,13,1.000000,400,5,0.012500,19,3,0.157895
Ayalyt_blockchain-Verification-Integration,Ayalyt_blockchain-Verification-Integration\Compiler-Verification\benchmarks\core\AND@gates@circomlib.circom,True,ok,,2,0,66,7,1,1,1.000000,12,5,0.416667,12,5,0.416667
Ayalyt_blockchain-Verification-Integration,Ayalyt_blockchain-Verification-Integration\Compiler-Verification\benchmarks\core\BabyAdd@babyjub@circomlib.circom,True,ok,,10,0,549,28,30,30,1.000000,469,30,0.063966,65,14,0.215385
Ayalyt_blockchain-Verification-Integration,Ayalyt_blockchain-Verification-Integration\Compiler-Verification\benchmarks\core\BabyCheck@babyjub@circomlib.circom,True,ok,,10,0,549,28,30,30,1.000000,469,30,0.063966,65,14,0.215385
Ayalyt_blockchain-Verification-Integration,Ayalyt_blockchain-Verification-Integration\Compiler-Verification\benchmarks\core\BabyDbl@babyjub@circomlib.circom,True,ok,,10,0,549,28,30,30,1.000000,469,30,0.063966,65,14,0.215385
Ayalyt_blockchain-Verification-Integration,Ayalyt_blockchain-Verification-Integration\Compiler-Verification\benchmarks\core\BabyPbk@babyjub@circomlib.circom,True,ok,,10,0,549,28,30,30,1.000000,469,30,0.063966,65,14,0.215385
Ayalyt_blockchain-Verification-Integration,Ayalyt_blockchain-Verification-Integration\Compiler-Verification\benchmarks\core\BinSub@binsub@circomlib_16.circom,True,ok,,2,0,25,1,1,1,1.000000,2,0,0.000000,2,0,0.000000
Ayalyt_blockchain-Verification-Integration,Ayalyt_blockchain-Verification-Integration\Compiler-Verification\benchmarks\core\BinSum@binsum@circomlib_32_2.circom,True,ok,,2,0,38,1,1,1,1.000000,2,1,0.500000,2,1,0.500000
Ayalyt_blockchain-Verification-Integration,Ayalyt_blockchain-Verification-Integration\Compiler-Verification\benchmarks\core\BinSum@binsum@circomlib_32_5.circom,True,ok,,2,0,38,1,1,1,1.000000,2,1,0.500000,2,1,0.500000
Ayalyt_blockchain-Verification-Integration,Ayalyt_blockchain-Verification-Integration\Compiler-Verification\benchmarks\core\BitElementMulAny@escalarmulany@circomlib.circom,True,ok,,11,0,681,32,38,38,1.000000,493,42,0.085193,76,19,0.250000
Ayalyt_blockchain-Verification-Integration,Ayalyt_blockchain-Verification-Integration\Compiler-Verification\benchmarks\core\Bits2Num@bitify@circomlib_1.circom,True,ok,,6,0,207,15,13,13,1.000000,400,5,0.012500,19,3,0.157895
Ayalyt_blockchain-Verification-Integration,Ayalyt_blockchain-Verification-Integration\Compiler-Verification\benchmarks\core\Bits2Num@bitify@circomlib_128.circom,True,ok,,6,0,207,15,13,13,1.000000,400,5,0.012500,19,3,0.157895
Ayalyt_blockchain-Verification-Integration,Ayalyt_blockchain-Verification-Integration\Compiler-Verification\benchmarks\core\Bits2Num@bitify@circomlib_16.circom,True,ok,,6,0,207,15,13,13,1.000000,400,5,0.012500,19,3,0.157895
Ayalyt_blockchain-Verification-Integration,Ayalyt_blockchain-Verification-Integration\Compiler-Verification\benchmarks\core\Bits2Num@bitify@circomlib_253.circom,True,ok,,6,0,207,15,13,13,1.000000,400,5,0.012500,19,3,0.157895
Ayalyt_blockchain-Verification-Integration,Ayalyt_blockchain-Verification-Integration\Compiler-Verification\benchmarks\core\Bits2Num@bitify@circomlib_254.circom,True,ok,,6,0,207,15,13,13,1.000000,400,5,0.012500,19,3,0.157895
Ayalyt_blockchain-Verification-Integration,Ayalyt_blockchain-Verification-Integration\Compiler-Verification\benchmarks\core\Bits2Num@bitify@circomlib_256.circom,True,ok,,6,0,207,15,13,13,1.000000,400,5,0.012500,19,3,0.157895
Ayalyt_blockchain-Verification-Integration,Ayalyt_blockchain-Verification-Integration\Compiler-Verification\benchmarks\core\Bits2Num@bitify@circomlib_32.circom,True,ok,,6,0,207,15,13,13,1.000000,400,5,0.012500,19,3,0.157895
Ayalyt_blockchain-Verification-Integration,Ayalyt_blockchain-Verification-Integration\Compiler-Verification\benchmarks\core\Bits2Num@bitify@circomlib_64.circom,True,ok,,6,0,207,15,13,13,1.000000,400,5,0.012500,19,3,0.157895
Ayalyt_blockchain-Verification-Integration,Ayalyt_blockchain-Verification-Integration\Compiler-Verification\benchmarks\core\Bits2Num@bitify@circomlib_8.circom,True,ok,,6,0,207,15,13,13,1.000000,400,5,0.012500,19,3,0.157895
Ayalyt_blockchain-Verification-Integration,Ayalyt_blockchain-Verification-Integration\Compiler-Verification\benchmarks\core\Bits2Num_strict@bitify@circomlib.circom,True,ok,,6,0,207,15,13,13,1.000000,400,5,0.012500,19,3,0.157895
Ayalyt_blockchain-Verification-Integration,Ayalyt_blockchain-Verification-Integration\Compiler-Verification\benchmarks\core\Bits2Point@pointbits@circomlib.circom,True,ok,,11,0,654,32,41,41,1.000000,985,30,0.030457,69,14,0.202899
Ayalyt_blockchain-Verification-Integration,Ayalyt_blockchain-Verification-Integration\Compiler-Verification\benchmarks\core\Bits2Point_Strict@pointbits@circomlib.circom,True,ok,,11,0,654,32,41,41,1.000000,985,30,0.030457,69,14,0.202899
Ayalyt_blockchain-Verification-Integration,Ayalyt_blockchain-Verification-Integration\Compiler-Verification\benchmarks\core\EdDSAMiMCSpongeVerifier@eddsamimcsponge@circomlib.circom,True,ok,,14,0,1137,39,62,62,1.000000,1025,51,0.049756,96,28,0.291667
Ayalyt_blockchain-Verification-Integration,Ayalyt_blockchain-Verification-Integration\Compiler-Verification\benchmarks\core\EdDSAMiMCVerifier@eddsamimc@circomlib.circom,True,ok,,14,0,989,39,62,62,1.000000,1024,50,0.048828,95,27,0.284211
Ayalyt_blockchain-Verification-Integration,Ayalyt_blockchain-Verification-Integration\Compiler-Verification\benchmarks\core\EdDSAPoseidonVerifier@eddsaposeidon@circomlib.circom,True,ok,,14,0,25855,39,51,51,1.000000,507,48,0.094675,90,25,0.277778
Ayalyt_blockchain-Verification-Integration,Ayalyt_blockchain-Verification-Integration\Compiler-Verification\benchmarks\core\Edwards2Montgomery@montgomery@circomlib.circom,True,ok,,2,0,49,4,1,1,1.000000,13,2,0.153846,8,1,0.125000
Ayalyt_blockchain-Verification-Integration,Ayalyt_blockchain-Verification-Integration\Compiler-Verification\benchmarks\core\ForceEqualIfEnabled@comparators@circomlib.circom,True,ok,,6,0,207,15,13,13,1.000000,400,5,0.012500,19,3,0.157895
Ayalyt_blockchain-Verification-Integration,Ayalyt_blockchain-Verification-Integration\Compiler-Verification\benchmarks\core\GreaterEqThan@comparators@circomlib_16.circom,True,ok,,6,0,207,15,13,13,1.000000,400,5,0.012500,19,3,0.157895
Ayalyt_blockchain-Verification-Integration,Ayalyt_blockchain-Verification-Integration\Compiler-Verification\benchmarks\core\GreaterEqThan@comparators@circomlib_32.circom,True,ok,,6,0,207,15,13,13,1.000000,400,5,0.012500,19,3,0.157895
Ayalyt_blockchain-Verification-Integration,Ayalyt_blockchain-Verification-Integration\Compiler-Verification\benchmarks\core\GreaterEqThan@comparators@circomlib_8.circom,True,ok,,6,0,207,15,13,13,1.000000,400,5,0.012500,19,3,0.157895
Ayalyt_blockchain-Verification-Integration,Ayalyt_blockchain-Verification-Integration\Compiler-Verification\benchmarks\core\GreaterThan@comparators@circomlib_16.circom,True,ok,,6,0,207,15,13,13,1.000000,400,5,0.012500,19,3,0.157895
Ayalyt_blockchain-Verification-Integration,Ayalyt_blockchain-Verification-Integration\Compiler-Verification\benchmarks\core\GreaterThan@comparators@circomlib_32.circom,True,ok,,6,0,207,15,13,13,1.000000,400,5,0.012500,19,3,0.157895
Ayalyt_blockchain-Verification-Integration,Ayalyt_blockchain-Verification-Integration\Compiler-Verification\benchmarks\core\GreaterThan@comparators@circomlib_8.circom,True,ok,,6,0,207,15,13,13,1.000000,400,5,0.012500,19,3,0.157895
Ayalyt_blockchain-Verification-Integration,Ayalyt_blockchain-Verification-Integration\Compiler-Verification\benchmarks\core\IsEqual@comparators@circomlib.circom,True,ok,,6,0,207,15,13,13,1.000000,400,5,0.012500,19,3,0.157895
Ayalyt_blockchain-Verification-Integration,Ayalyt_blockchain-Verification-Integration\Compiler-Verification\benchmarks\core\IsZero@comparators@circomlib.circom,True,ok,,6,0,207,15,13,13,1.000000,400,5,0.012500,19,3,0.157895
Ayalyt_blockchain-Verification-Integration,Ayalyt_blockchain-Verification-Integration\Compiler-Verification\benchmarks\core\LessEqThan@comparators@circomlib_16.circom,True,ok,,6,0,207,15,13,13,1.000000,400,5,0.012500,19,3,0.157895
Ayalyt_blockchain-Verification-Integration,Ayalyt_blockchain-Verification-Integration\Compiler-Verification\benchmarks\core\LessEqThan@comparators@circomlib_32.circom,True,ok,,6,0,207,15,13,13,1.000000,400,5,0.012500,19,3,0.157895
Ayalyt_blockchain-Verification-Integration,Ayalyt_blockchain-Verification-Integration\Compiler-Verification\benchmarks\core\LessEqThan@comparators@circomlib_8.circom,True,ok,,6,0,207,15,13,13,1.000000,400,5,0.012500,19,3,0.157895
Ayalyt_blockchain-Verification-Integration,Ayalyt_blockchain-Verification-Integration\Compiler-Verification\benchmarks\core\Main@main@circomlib.circom,True,ok,,20,0,717,30,41,41,1.000000,20353,845,0.041517,62,22,0.354839
Ayalyt_blockchain-Verification-Integration,Ayalyt_blockchain-Verification-Integration\Compiler-Verification\benchmarks\core\Montgomery2Edwards@montgomery@circomlib.circom,True,ok,,2,0,49,4,1,1,1.000000,13,2,0.153846,8,1,0.125000
Ayalyt_blockchain-Verification-Integration,Ayalyt_blockchain-Verification-Integration\Compiler-Verification\benchmarks\core\MontgomeryAdd@montgomery@circomlib.circom,True,ok,,2,0,49,4,1,1,1.000000,13,2,0.153846,8,1,0.125000
Ayalyt_blockchain-Verification-Integration,Ayalyt_blockchain-Verification-Integration\Compiler-Verification\benchmarks\core\MontgomeryDouble@montgomery@circomlib.circom,True,ok,,2,0,49,4,1,1,1.000000,13,2,0.153846,8,1,0.125000
Ayalyt_blockchain-Verification-Integration,Ayalyt_blockchain-Verification-Integration\Compiler-Verification\benchmarks\core\Multiplexor2@escalarmulany@circomlib.circom,True,ok,,11,0,681,32,38,38,1.000000,493,42,0.085193,76,19,0.250000
Ayalyt_blockchain-Verification-Integration,Ayalyt_blockchain-Verification-Integration\Compiler-Verification\benchmarks\core\Mux1@mux1@circomlib.circom,True,ok,,2,0,24,2,2,2,1.000000,6,4,0.666667,5,3,0.600000
Ayalyt_blockchain-Verification-Integration,Ayalyt_blockchain-Verification-Integration\Compiler-Verification\benchmarks\core\Mux2@mux2@circomlib.circom,True,ok,,2,0,36,2,2,2,1.000000,15,8,0.533333,10,3,0.300000
Ayalyt_blockchain-Verification-Integration,Ayalyt_blockchain-Verification-Integration\Compiler-Verification\benchmarks\core\Mux3@mux3@circomlib.circom,True,ok,,2,0,45,2,2,2,1.000000,25,14,0.560000,14,3,0.214286
Ayalyt_blockchain-Verification-Integration,Ayalyt_blockchain-Verification-Integration\Compiler-Verification\benchmarks\core\Mux4@mux4@circomlib.circom,True,ok,,2,0,68,2,2,2,1.000000,46,24,0.521739,25,3,0.120000
Ayalyt_blockchain-Verification-Integration,Ayalyt_blockchain-Verification-Integration\Compiler-Verification\benchmarks\core\NAND@gates@circomlib.circom,True,ok,,2,0,66,7,1,1,1.000000,12,5,0.416667,12,5,0.416667
Ayalyt_blockchain-Verification-Integration,Ayalyt_blockchain-Verification-Integration\Compiler-Verification\benchmarks\core\NOR@gates@circomlib.circom,True,ok,,2,0,66,7,1,1,1.000000,12,5,0.416667,12,5,0.416667
Ayalyt_blockchain-Verification-Integration,Ayalyt_blockchain-Verification-Integration\Compiler-Verification\benchmarks\core\NOT@gates@circomlib.circom,True,ok,,2,0,66,7,1,1,1.000000,12,5,0.416667,12,5,0.416667
Ayalyt_blockchain-Verification-Integration,Ayalyt_blockchain-Verification-Integration\Compiler-Verification\benchmarks\core\Num2Bits@bitify@circomlib_1.circom,True,ok,,6,0,207,15,13,13,1.000000,400,5,0.012500,19,3,0.157895
Ayalyt_blockchain-Verification-Integration,Ayalyt_blockchain-Verification-Integration\Compiler-Verification\benchmarks\core\Num2Bits@bitify@circomlib_128.circom,True,ok,,6,0,207,15,13,13,1.000000,400,5,0.012500,19,3,0.157895
Ayalyt_blockchain-Verification-Integration,Ayalyt_blockchain-Verification-Integration\Compiler-Verification\benchmarks\core\Num2Bits@bitify@circomlib_16.circom,True,ok,,6,0,207,15,13,13,1.000000,400,5,0.012500,19,3,0.157895
Ayalyt_blockchain-Verification-Integration,Ayalyt_blockchain-Verification-Integration\Compiler-Verification\benchmarks\core\Num2Bits@bitify@circomlib_253.circom,True,ok,,6,0,207,15,13,13,1.000000,400,5,0.012500,19,3,0.157895
Ayalyt_blockchain-Verification-Integration,Ayalyt_blockchain-Verification-Integration\Compiler-Verification\benchmarks\core\Num2Bits@bitify@circomlib_254.circom,True,ok,,6,0,207,15,13,13,1.000000,400,5,0.012500,19,3,0.157895
Ayalyt_blockchain-Verification-Integration,Ayalyt_blockchain-Verification-Integration\Compiler-Verification\benchmarks\core\Num2Bits@bitify@circomlib_256.circom,True,ok,,6,0,207,15,13,13,1.000000,400,5,0.012500,19,3,0.157895
Ayalyt_blockchain-Verification-Integration,Ayalyt_blockchain-Verification-Integration\Compiler-Verification\benchmarks\core\Num2Bits@bitify@circomlib_32.circom,True,ok,,6,0,207,15,13,13,1.000000,400,5,0.012500,19,3,0.157895
Ayalyt_blockchain-Verification-Integration,Ayalyt_blockchain-Verification-Integration\Compiler-Verification\benchmarks\core\Num2Bits@bitify@circomlib_64.circom,True,ok,,6,0,207,15,13,13,1.000000,400,5,0.012500,19,3,0.157895
Ayalyt_blockchain-Verification-Integration,Ayalyt_blockchain-Verification-Integration\Compiler-Verification\benchmarks\core\Num2Bits@bitify@circomlib_8.circom,True,ok,,6,0,207,15,13,13,1.000000,400,5,0.012500,19,3,0.157895
Ayalyt_blockchain-Verification-Integration,Ayalyt_blockchain-Verification-Integration\Compiler-Verification\benchmarks\core\Num2BitsNeg@bitify@circomlib_1.circom,True,ok,,6,0,207,15,13,13,1.000000,400,5,0.012500,19,3,0.157895
Ayalyt_blockchain-Verification-Integration,Ayalyt_blockchain-Verification-Integration\Compiler-Verification\benchmarks\core\Num2BitsNeg@bitify@circomlib_128.circom,True,ok,,6,0,207,15,13,13,1.000000,400,5,0.012500,19,3,0.157895
Ayalyt_blockchain-Verification-Integration,Ayalyt_blockchain-Verification-Integration\Compiler-Verification\benchmarks\core\Num2BitsNeg@bitify@circomlib_16.circom,True,ok,,6,0,207,15,13,13,1.000000,400,5,0.012500,19,3,0.157895
Ayalyt_blockchain-Verification-Integration,Ayalyt_blockchain-Verification-Integration\Compiler-Verification\benchmarks\core\Num2BitsNeg@bitify@circomlib_253.circom,True,ok,,6,0,207,15,13,13,1.000000,400,5,0.012500,19,3,0.157895
Ayalyt_blockchain-Verification-Integration,Ayalyt_blockchain-Verification-Integration\Compiler-Verification\benchmarks\core\Num2BitsNeg@bitify@circomlib_254.circom,True,ok,,6,0,207,15,13,13,1.000000,400,5,0.012500,19,3,0.157895
Ayalyt_blockchain-Verification-Integration,Ayalyt_blockchain-Verification-Integration\Compiler-Verification\benchmarks\core\Num2BitsNeg@bitify@circomlib_256.circom,True,ok,,6,0,207,15,13,13,1.000000,400,5,0.012500,19,3,0.157895
Ayalyt_blockchain-Verification-Integration,Ayalyt_blockchain-Verification-Integration\Compiler-Verification\benchmarks\core\Num2BitsNeg@bitify@circomlib_32.circom,True,ok,,6,0,207,15,13,13,1.000000,400,5,0.012500,19,3,0.157895
Ayalyt_blockchain-Verification-Integration,Ayalyt_blockchain-Verification-Integration\Compiler-Verification\benchmarks\core\Num2BitsNeg@bitify@circomlib_64.circom,True,ok,,6,0,207,15,13,13,1.000000,400,5,0.012500,19,3,0.157895
Ayalyt_blockchain-Verification-Integration,Ayalyt_blockchain-Verification-Integration\Compiler-Verification\benchmarks\core\Num2BitsNeg@bitify@circomlib_8.circom,True,ok,,6,0,207,15,13,13,1.000000,400,5,0.012500,19,3,0.157895
